"EnsemblID","GENE","EVENT","COORD","LENGTH","PSI.RPE1","cRPKM.RPE1","ess.RPE1.log2FC","protImpact","selection","cyclic","type.RPE1","n.exonDel","sig.exonDel","n.singleCtrl","sig.singleCtrl","n.exonic","sig.exonic","n.Cas9","n.Cpf1","sig.Cas9.single","sig.Cpf1.single","exonDel.clean","sig.exonDel.clean","frac.singleCtrl","frac.all","frac.clean","hit"
"ENSG00000127990","SGCE","HsaEX0057772","chr7:94229009-94229035",27,92.23,28.03,-0.870011934207363,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,0,0,4,8,1,0,12,0,0.0417,0.0625,0,FALSE
"ENSG00000147364","FBXO25","HsaEX0025270","chr8:417720-417746",27,NA,5.7,-0.86828410600566,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000141664","ZCCHC2","HsaEX0072350","chr18:60212035-60212106",72,NA,3.49,-0.47581765501032,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,0,5,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000125841","NRSN2","HsaEX0043850","chr20:330317-330476",160,87.73,26.29,-1.56152343612279,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres",16,0,24,1,5,1,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000101745","ANKRD12","HsaEX0004293","chr18:9204474-9204542",69,NA,4.54,-0.255413911589766,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"lowExpressed/lowPSI",16,1,24,1,5,0,4,8,0,1,14,0,0.0417,0.0625,0,FALSE
"ENSG00000160408","ST6GALNAC6","HsaEX0062046","chr9:130660235-130660289",55,NA,17.93,-0.489375611092116,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres/nonessential",16,2,24,2,3,0,4,8,0,2,12,1,0.0833,0.125,0.0833,FALSE
"ENSG00000122870","BICC1","HsaEX0008075","chr10:60582986-60583064",79,NA,12.61,-0.654666580255343,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000163900","TMEM41A","HsaEX0065804","chr3:185212942-185213103",162,NA,7.91,0.078617596606339,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000100889","PCK2","HsaEX0045897","chr14:24572369-24572464",96,100,12.69,-0.71863440395567,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",12,1,20,1,5,1,4,6,1,0,8,0,0.05,0.0833,0,FALSE
"ENSG00000136758","YME1L1","HsaEX0072019","chr10:27431316-27431414",99,91.19,53.39,-0.40596400367468,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,5,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000108854","SMURF2","HsaEX0060570","chr17:62602720-62602758",39,83.5,39.56,-1.75079007450124,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,2,3,1,4,8,1,1,11,0,0.0833,0,0,FALSE
"ENSG00000196562","SULF2","HsaEX0062864","chr20:46288143-46288196",54,NA,0.01,0.157237954304115,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,0,24,2,4,1,4,8,0,2,12,0,0.0833,0,0,FALSE
"ENSG00000107077","KDM4C","HsaEX0033309","chr9:7105402-7105500",99,NA,3.77,-0.454966051230746,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000107560","RAB11FIP2","HsaEX0051554","chr10:119793493-119793552",60,NA,7.12,-1.17003448064589,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres",16,0,24,1,3,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000141526","SLC16A3","HsaEX0058720","chr17:80194605-80194748",144,99.81,198.01,-0.547598453970286,"Alternative protein isoforms (Ref)","other",NA,"framePres/nonessential",4,1,8,0,5,0,2,2,0,0,4,1,0,0.25,0.25,TRUE
"ENSG00000104611","SH2D4A","HsaEX0057930","chr8:19214714-19214794",81,40.35,25.62,-1.69013424588773,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,4,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000127603","MACF1","HsaEX0037157","chr1:39902154-39902162",9,100,28.08,0.475808007266431,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,4,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000127603","MACF1","HsaEX0037166","chr1:39844133-39844195",63,88.24,28.08,0.475808007266431,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,1,0,4,8,1,0,12,0,0.0417,0.0625,0,FALSE
"ENSG00000127603","MACF1","HsaEX0037169","chr1:39930767-39930784",18,32.53,28.08,0.475808007266431,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"framePres/nonessential",16,0,24,2,1,0,4,8,0,2,12,0,0.0833,0,0,FALSE
"ENSG00000160691","SHC1","HsaEX0058141","chr1:154940680-154940733",54,89.38,110.46,-0.467022383607173,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",2,0,8,1,5,0,2,2,1,0,1,0,0.125,0,0,FALSE
"ENSG00000151617","EDNRA","HsaEX0021596","chr4:148406764-148407253",490,NA,1.11,-1.26477768776259,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"lowExpressed/lowPSI",16,3,24,0,5,1,4,8,0,0,16,3,0,0.1875,0.1875,TRUE
"ENSG00000143322","ABL2","HsaEX0000712","chr1:179102447-179102509",63,NA,19.35,0.905026031912069,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"framePres/nonessential",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000175324","LSM1","HsaEX0036834","chr8:38027320-38027435",116,77.5,30.56,1.88821638144634,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,5,0,4,8,1,0,12,0,0.0417,0.0625,0,FALSE
"ENSG00000115226","FNDC4","HsaEX0026168","chr2:27715533-27715657",125,96.36,10.84,-1.51986383409901,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres",4,0,12,0,5,1,3,3,0,0,4,0,0,0,0,FALSE
"ENSG00000136098","NEK3","HsaEX0042522","chr13:52709865-52709999",135,NA,2.09,-0.849116810712884,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,16,1,5,1,4,4,0,1,12,0,0.0625,0,0,FALSE
"ENSG00000136098","NEK3","HsaEX0042517","chr13:52715156-52715206",51,NA,2.09,-0.849116810712884,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,1,1,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000136098","NEK3","HsaEX0042523","chr13:52730210-52730383",174,NA,2.09,-0.849116810712884,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,2,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000152061","RABGAP1L","HsaEX0051806","chr1:174957778-174957975",198,NA,5.72,-0.413675144503171,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000072609","CHFR","HsaEX0015161","chr12:133446205-133446261",57,87.88,7.22,-0.53198543396641,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000122417","ODF2L","HsaEX0044602","chr1:86847925-86848041",117,NA,6.59,-0.131247241822734,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000122417","ODF2L","HsaEX0044604","chr1:86822127-86822285",159,NA,6.59,-0.131247241822734,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,2,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000127081","ZNF484","HsaEX0073772","chr9:95637297-95637341",45,NA,1.14,-0.222680084968235,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000136280","CCM2","HsaEX0013594","chr7:45077852-45078025",174,93.51,22.74,0.119283872529298,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000186174","BCL9L","HsaEX0007926","chr11:118780623-118780724",102,85.71,20.84,-0.600832528480385,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000147548","WHSC1L1","HsaEX0071501","chr8:38156962-38157108",147,NA,13.38,-0.795785738660902,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"framePres/nonessential",16,2,24,1,5,0,4,8,0,1,14,2,0.0417,0.125,0.1429,FALSE
"ENSG00000139734","DIAPH3","HsaEX0019695","chr13:60707091-60707123",33,83.91,49.88,-1.24893934484494,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,0,3,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000147099","HDAC8","HsaEX0029450","chrX:71710779-71710850",72,NA,5.87,-1.45316767682583,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,2,24,4,3,1,4,8,1,2,8,1,0.1667,0.125,0.125,FALSE
"ENSG00000136869","TLR4","HsaEX0065160","chr9:120470841-120471007",167,85.71,8.84,-0.234690402016137,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",16,1,24,0,3,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000137601","NEK1","HsaEX0042471","chr4:170359234-170359410",177,NA,6.88,-1.28814148960157,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000052795","FNIP2","HsaEX0026187","chr4:159754953-159755042",90,22.57,8.46,-0.178180311945044,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",12,0,24,0,3,0,4,8,0,0,12,0,0,0,0,FALSE
"ENSG00000138660","AP1AR","HsaEX0004861","chr4:113184144-113184242",99,100,6.6,-1.03803204776782,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,4,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000143612","C1orf43","HsaEX0010283","chr1:154192312-154192413",102,75.18,83.11,-0.510588303964829,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,2,5,0,4,8,0,2,12,0,0.0833,0,0,FALSE
"ENSG00000081177","EXD2","HsaEX0023397","chr14:69676141-69676512",372,NA,3.8,-0.903990918467623,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,0,3,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000119139","TJP2","HsaEX0065048","chr9:71864291-71864401",111,100,21.39,-0.485995264311618,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000142192","APP","HsaEX0005196","chr21:27372330-27372497",168,96.51,221.22,-0.0914746237750114,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000142192","APP","HsaEX0005197","chr21:27369675-27369731",57,60.21,221.22,-0.0914746237750114,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,0,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000162542","TMCO4","HsaEX0065313","chr1:20072025-20072144",120,NA,5.36,0.361055511290376,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,2,5,0,4,8,0,1,14,0,0.0833,0,0,FALSE
"ENSG00000115825","PRKD3","HsaEX0050220","chr2:37543380-37544322",943,76,13.27,-0.775799247062702,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres/nonessential",16,0,16,1,5,0,4,4,1,0,12,0,0.0625,0,0,FALSE
"ENSG00000005801","ZNF195","HsaEX0073160","chr11:3394807-3394871",65,NA,6.26,-0.885273913875249,"Alternative protein isoforms (No Ref, Alt. ATG)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,4,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000005801","ZNF195","HsaEX0073151","chr11:3382973-3383119",147,NA,6.26,-0.885273913875249,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,0,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000005801","ZNF195","HsaEX0073150","chr11:3381950-3382018",69,NA,6.26,-0.885273913875249,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",4,0,10,0,0,0,4,1,0,0,4,0,0,0,0,FALSE
"ENSG00000169744","LDB2","HsaEX0035557","chr4:16507463-16507605",143,NA,0.24,-0.0726474484728457,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"notExpressed",16,5,24,1,3,0,4,8,0,1,14,4,0.0417,0.3125,0.2857,TRUE
"ENSG00000107104","KANK1","HsaEX0032846","chr9:732378-732617",240,NA,5.76,-0.765305632679916,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000065923","SLC9A7","HsaEX0060062","chrX:46495024-46495083",60,100,7.57,-0.250120342799196,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000150756","FAM173B","HsaEX0024179","chr5:10235323-10235373",51,76.74,10.03,-0.564602408039739,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,3,0,4,8,0,1,14,0,0.0417,0.0625,0,FALSE
"ENSG00000116521","SCAMP3","HsaEX0056362","chr1:155231448-155231525",78,77,54.3,0.274053240729457,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000155508","CNOT8","HsaEX0016053","chr5:154242772-154242955",184,92.59,18.06,-1.40392311887409,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres",16,1,24,2,3,0,4,8,1,1,11,0,0.0833,0.0625,0,FALSE
"ENSG00000197905","TEAD4","HsaEX0064386","chr12:3126564-3126692",129,100,13.33,-0.129806842401113,"Alternative protein isoforms (Ref)","other",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000104497","SNX16","HsaEX0060821","chr8:82741665-82741751",87,NA,4.79,-0.536092481700872,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,3,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000109572","CLCN3","HsaEX0015536","chr4:170616763-170616843",81,100,17.59,-0.839904028207643,"Alternative protein isoforms (Ref)","other",NA,"framePres/nonessential",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000186687","LYRM7","HsaEX0037083","chr5:130522721-130522802",82,NA,3.88,-0.990858087922875,"Alternative protein isoforms (No Ref, Alt. Stop)","other",NA,"lowExpressed/lowPSI",16,1,24,2,3,0,4,8,0,1,14,0,0.0833,0.0625,0,FALSE
"ENSG00000109255","NMU","HsaEX0043218","chr4:56471442-56471516",75,92.31,10.62,0.479413223367045,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000109255","NMU","HsaEX0043216","chr4:56482505-56482552",48,84.62,10.62,0.479413223367045,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,0,0,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000184584","TMEM173","HsaEX0065582","chr5:138856914-138857100",187,90.1,26.79,0.0741908982006803,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000091409","ITGA6","HsaEX0032370","chr2:173366500-173366629",130,71.39,40.22,-1.69284385901769,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",TRUE,"framePres",16,0,24,0,3,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000151276","MAGI1","HsaEX0037269","chr3:65361420-65361587",168,NA,5.34,0.426967840090783,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000151276","MAGI1","HsaEX0037260","chr3:65433697-65433732",36,NA,5.34,0.426967840090783,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,0,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000082213","C5orf22","HsaEX0011094","chr5:31535066-31535158",93,NA,6.51,-1.47367416455803,"Alternative protein isoforms (No Ref)","other",NA,"framePres",12,0,14,0,3,1,3,4,0,0,12,0,0,0,0,FALSE
"ENSG00000072736","NFATC3","HsaEX0042716","chr16:68248232-68248335",104,NA,9.03,-0.378585816201558,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000072736","NFATC3","HsaEX0042717","chr16:68255134-68255187",54,NA,9.03,-0.378585816201558,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",10,0,24,1,0,0,4,8,0,1,9,0,0.0417,0,0,FALSE
"ENSG00000154930","ACSS1","HsaEX0002112","chr20:25000646-25000783",138,NA,0.07,-1.34849405266049,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000134470","IL15RA","HsaEX0031328","chr10:6005706-6005801",96,NA,0.6,-1.04186845334529,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,1,24,1,5,0,4,8,1,0,12,1,0.0417,0.0625,0.0833,FALSE
"ENSG00000134470","IL15RA","HsaEX0031327","chr10:6008108-6008302",195,NA,0.6,-1.04186845334529,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,1,24,0,2,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000130338","TULP4","HsaEX0068401","chr6:158922710-158925210",2501,NA,4.39,-1.00781125778701,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"lowExpressed/lowPSI",16,2,24,0,5,0,4,8,0,0,16,2,0,0.125,0.125,FALSE
"ENSG00000107731","UNC5B","HsaEX0069379","chr10:73048715-73048747",33,NA,0.01,-0.36266931184511,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,0,20,0,4,0,2,8,0,0,16,0,0,0,0,FALSE
"ENSG00000175455","CCDC14","HsaEX0013043","chr3:123674690-123674812",123,96.91,33.77,-0.677900682362296,"Alternative protein isoforms (No Ref)","framePres/AS",TRUE,"framePres/nonessential",16,0,24,0,3,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000173889","PHC3","HsaEX0046916","chr3:169846128-169846175",48,NA,7.25,-0.246156005316539,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000173889","PHC3","HsaEX0046918","chr3:169866874-169867032",159,NA,7.25,-0.246156005316539,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,0,0,4,8,1,0,12,1,0.0417,0.0625,0.0833,FALSE
"ENSG00000107186","MPDZ","HsaEX0039907","chr9:13147547-13147657",111,NA,8.42,0.32125474626171,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,4,5,0,4,8,0,4,8,0,0.1667,0,0,FALSE
"ENSG00000164542","KIAA0895","HsaEX0033814","chr7:36375763-36375906",144,NA,2.09,-0.870839608932163,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,0,4,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000167632","TRAPPC9","HsaEX0066962","chr8:141436714-141436740",27,NA,3.75,-0.109201464856333,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000074416","MGLL","HsaEX0039130","chr3:127429419-127429508",90,90,50.3,-0.38491672803803,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,5,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000159023","EPB41","HsaEX0022625","chr1:29386934-29386996",63,NA,3.44,-0.899407111954036,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"lowExpressed/lowPSI",16,1,24,0,3,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000159023","EPB41","HsaEX0022618","chr1:29422667-29423077",411,NA,3.44,-0.899407111954036,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"lowExpressed/lowPSI",32,0,48,2,0,0,4,8,0,2,24,0,0.0417,0,0,FALSE
"ENSG00000159023","EPB41","HsaEX0022623","chr1:29385101-29385157",57,NA,3.44,-0.899407111954036,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",4,0,10,1,2,0,4,1,1,0,3,0,0.1,0,0,FALSE
"ENSG00000152683","SLC30A6","HsaEX0059345","chr2:32434562-32434630",69,82.22,12.96,-1.59244514294113,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,4,1,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000116151","MORN1","HsaEX0039818","chr1:2321364-2321435",72,NA,1.01,-1.91590374871088,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,4,24,3,5,1,4,8,0,3,10,2,0.125,0.25,0.2,TRUE
"ENSG00000165983","PTER","HsaEX0050783","chr10:16547019-16547159",141,NA,0.02,-0.397840655509277,"Alternative protein isoforms (Ref)","other",NA,"notExpressed",16,0,24,0,4,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000111325","OGFOD2","HsaEX0044682","chr12:123460358-123460414",57,NA,3.96,-0.639593458671702,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,2,24,3,3,0,4,8,0,3,10,0,0.125,0.125,0,FALSE
"ENSG00000160305","DIP2A","HsaEX0019735","chr21:47924274-47924402",129,87.91,7.4,0.141425095899667,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000158062","UBXN11","HsaEX0069050","chr1:26627417-26627515",99,NA,8.59,-0.842431293500517,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000158161","EYA3","HsaEX0023589","chr1:28354300-28354437",138,NA,6.22,-1.323485784548,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,1,3,1,4,8,0,1,14,0,0.0417,0.0625,0,FALSE
"ENSG00000069424","KCNAB2","HsaEX0032942","chr1:6101891-6101932",42,NA,0.38,0.233691453826258,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,0,24,1,4,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000100577","GSTZ1","HsaEX0028898","chr14:77794255-77794332",78,NA,5.16,0.19745872957369,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,5,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000120519","SLC10A7","HsaEX0058551","chr4:147177978-147178088",111,NA,1.79,-0.22131120597207,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"lowExpressed/lowPSI",16,2,24,1,3,0,4,8,0,1,14,2,0.0417,0.125,0.1429,FALSE
"ENSG00000119950","MXI1","HsaEX0040858","chr10:112004586-112004615",30,NA,2.74,-0.165481849499981,"Alternative protein isoforms (Ref)","other",NA,"lowExpressed/lowPSI",16,0,24,1,4,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000163629","PTPN13","HsaEX0050971","chr4:87674162-87674218",57,NA,4.59,-2.26366288479898,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,3,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000163629","PTPN13","HsaEX0050973","chr4:87622588-87622954",367,NA,4.59,-2.26366288479898,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,2,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000177830","CHID1","HsaEX0015185","chr11:893427-893519",93,88.75,17.53,-0.993496694027118,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,2,24,1,5,0,4,8,0,1,14,2,0.0417,0.125,0.1429,FALSE
"ENSG00000168453","HR","HsaEX0030472","chr8:21974388-21974552",165,NA,0.01,-0.99588970986903,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,0,24,1,5,0,4,8,1,0,13,0,0.0417,0,0,FALSE
"ENSG00000110756","HPS5","HsaEX0030448","chr11:18339298-18339454",157,NA,9.67,0.713767850456366,"Alternative protein isoforms (No Ref, Alt. ATG)","framePres/AS",TRUE,"framePres/nonessential",16,1,24,0,3,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000110756","HPS5","HsaEX0030452","chr11:18306893-18307006",114,NA,9.67,0.713767850456366,"Alternative protein isoforms (Ref)","other",NA,"framePres/nonessential",16,0,24,0,1,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000110756","HPS5","HsaEX0030450","chr11:18333461-18333571",111,94.74,9.67,0.713767850456366,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",12,0,14,0,0,0,4,3,0,0,12,0,0,0,0,FALSE
"ENSG00000165240","ATP7A","HsaEX0007033","chrX:77284747-77284941",195,NA,1.88,-0.267231811734744,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
